user_id,job_id,rating_explicite,commentaire_texte_anglais,sentiment_score,sentiment_label,normalized_rating,normalized_sentiment,enhanced_rating
user_118,job_384,,Comment for job 40,0.5880091190338135,POSITIVE,,0.7940045595169067,0.5882013678550719
user_187,job_430,5.0,Comment for job 41,-0.829887866973877,NEGATIVE,1.0,0.08505606651306152,0.7255168199539184
user_634,job_390,2.0,Comment for job 42,-0.8276457786560059,NEGATIVE,0.25,0.08617711067199707,0.20085313320159912
user_887,job_45,,,0.0,NEUTRAL,,0.5,0.5
user_420,job_397,1.0,Comment for job 44,-0.8654937148094177,NEGATIVE,0.0,0.06725314259529114,0.02017594277858734
user_861,job_267,3.0,Comment for job 45,-0.8156672120094299,NEGATIVE,0.5,0.09216639399528503,0.3776499181985855
user_336,job_215,,Comment for job 46,-0.7005080580711365,NEGATIVE,,0.14974597096443176,0.39492379128932953
user_216,job_66,5.0,,0.0,NEUTRAL,1.0,0.5,0.85
user_865,job_274,,,0.0,NEUTRAL,,0.5,0.5
user_60,job_247,,,0.0,NEUTRAL,,0.5,0.5
user_653,job_120,3.0,Comment for job 50,0.7448527812957764,POSITIVE,0.5,0.8724263906478882,0.6117279171943664
user_715,job_124,,,0.0,NEUTRAL,,0.5,0.5
user_192,job_178,5.0,Comment for job 52,-0.7720048427581787,NEGATIVE,1.0,0.11399757862091064,0.7341992735862731
user_921,job_260,1.0,,0.0,NEUTRAL,0.0,0.5,0.15
user_157,job_443,4.0,Comment for job 54,-0.7533280849456787,NEGATIVE,0.75,0.12333595752716064,0.5620007872581481
user_644,job_134,4.0,,0.0,NEUTRAL,0.75,0.5,0.6749999999999999
user_136,job_45,5.0,,0.0,NEUTRAL,1.0,0.5,0.85
user_581,job_183,,Comment for job 57,-0.8669896125793457,NEGATIVE,,0.06650519371032715,0.3699515581130981
user_926,job_127,,,0.0,NEUTRAL,,0.5,0.5
user_148,job_303,5.0,Comment for job 59,-0.915941596031189,NEGATIVE,1.0,0.04202920198440552,0.7126087605953216
user_20,job_386,,Comment for job 60,-0.591795027256012,NEGATIVE,,0.20410248637199402,0.4112307459115982
user_962,job_112,2.0,,0.0,NEUTRAL,0.25,0.5,0.32499999999999996
user_393,job_310,2.0,Comment for job 62,-0.8084855079650879,NEGATIVE,0.25,0.09575724601745605,0.2037271738052368
user_261,job_178,,,0.0,NEUTRAL,,0.5,0.5
user_458,job_185,,,0.0,NEUTRAL,,0.5,0.5
user_871,job_368,,Comment for job 65,-0.9213153123855591,NEGATIVE,,0.03934234380722046,0.3618027031421661
user_994,job_90,1.0,,0.0,NEUTRAL,0.0,0.5,0.15
user_596,job_145,2.0,Comment for job 67,-0.8127687573432922,NEGATIVE,0.25,0.09361562132835388,0.20308468639850616
user_645,job_267,3.0,,0.0,NEUTRAL,0.5,0.5,0.5
user_371,job_314,4.0,,0.0,NEUTRAL,0.75,0.5,0.6749999999999999
user_47,job_76,,Comment for job 70,-0.7020687460899353,NEGATIVE,,0.14896562695503235,0.39468968808650967
user_211,job_493,4.0,,0.0,NEUTRAL,0.75,0.5,0.6749999999999999
user_994,job_477,2.0,,0.0,NEUTRAL,0.25,0.5,0.32499999999999996
user_241,job_430,,,0.0,NEUTRAL,,0.5,0.5
user_27,job_295,4.0,,0.0,NEUTRAL,0.75,0.5,0.6749999999999999
user_486,job_170,5.0,,0.0,NEUTRAL,1.0,0.5,0.85
user_351,job_308,4.0,,0.0,NEUTRAL,0.75,0.5,0.6749999999999999
user_489,job_348,2.0,,0.0,NEUTRAL,0.25,0.5,0.32499999999999996
user_786,job_417,3.0,Comment for job 78,-0.8860343098640442,NEGATIVE,0.5,0.056982845067977905,0.36709485352039334
user_751,job_91,1.0,,0.0,NEUTRAL,0.0,0.5,0.15
user_472,job_365,2.0,,0.0,NEUTRAL,0.25,0.5,0.32499999999999996
user_269,job_6,,,0.0,NEUTRAL,,0.5,0.5
user_129,job_425,,,0.0,NEUTRAL,,0.5,0.5
user_422,job_333,,,0.0,NEUTRAL,,0.5,0.5
user_506,job_249,5.0,,0.0,NEUTRAL,1.0,0.5,0.85
user_30,job_111,,,0.0,NEUTRAL,,0.5,0.5
user_958,job_305,4.0,Comment for job 86,-0.6708422303199768,NEGATIVE,0.75,0.1645788848400116,0.5743736654520034
user_716,job_339,4.0,,0.0,NEUTRAL,0.75,0.5,0.6749999999999999
user_17,job_88,3.0,,0.0,NEUTRAL,0.5,0.5,0.5
user_984,job_89,,,0.0,NEUTRAL,,0.5,0.5
user_837,job_399,2.0,Comment for job 90,0.5236068964004517,POSITIVE,0.25,0.7618034482002258,0.4035410344600677
user_779,job_235,,,0.0,NEUTRAL,,0.5,0.5
user_619,job_35,,,0.0,NEUTRAL,,0.5,0.5
user_583,job_495,2.0,Comment for job 93,-0.8178672790527344,NEGATIVE,0.25,0.09106636047363281,0.20231990814208983
user_111,job_230,,,0.0,NEUTRAL,,0.5,0.5
user_638,job_312,1.0,,0.0,NEUTRAL,0.0,0.5,0.15
user_191,job_178,2.0,,0.0,NEUTRAL,0.25,0.5,0.32499999999999996
user_972,job_56,,,0.0,NEUTRAL,,0.5,0.5
user_110,job_322,,Comment for job 98,-0.614986002445221,NEGATIVE,,0.19250699877738953,0.40775209963321685
user_249,job_192,5.0,Comment for job 99,0.8807468414306641,POSITIVE,1.0,0.940373420715332,0.9821120262145995
user_569,job_478,1.0,Comment for job 100,0.8434863686561584,POSITIVE,0.0,0.9217431843280792,0.27652295529842374
user_137,job_39,,,0.0,NEUTRAL,,0.5,0.5
user_474,job_176,4.0,,0.0,NEUTRAL,0.75,0.5,0.6749999999999999
user_765,job_12,3.0,,0.0,NEUTRAL,0.5,0.5,0.5
user_695,job_25,,,0.0,NEUTRAL,,0.5,0.5
user_970,job_109,4.0,,0.0,NEUTRAL,0.75,0.5,0.6749999999999999
user_115,job_305,5.0,Comment for job 106,-0.5059539675712585,NEGATIVE,1.0,0.24702301621437073,0.7741069048643112
user_824,job_490,1.0,,0.0,NEUTRAL,0.0,0.5,0.15
user_550,job_32,2.0,,0.0,NEUTRAL,0.25,0.5,0.32499999999999996
user_22,job_137,5.0,Comment for job 109,0.5215938091278076,POSITIVE,1.0,0.7607969045639038,0.928239071369171
user_662,job_437,,Comment for job 110,0.5193851590156555,POSITIVE,,0.7596925795078278,0.5779077738523483
user_47,job_274,,,0.0,NEUTRAL,,0.5,0.5
user_180,job_203,4.0,Comment for job 112,-0.6809316873550415,NEGATIVE,0.75,0.15953415632247925,0.5728602468967436
user_82,job_57,3.0,,0.0,NEUTRAL,0.5,0.5,0.5
user_498,job_11,,Comment for job 114,0.5854454040527344,POSITIVE,,0.7927227020263672,0.5878168106079101
user_763,job_369,,,0.0,NEUTRAL,,0.5,0.5
user_271,job_357,3.0,,0.0,NEUTRAL,0.5,0.5,0.5
user_479,job_396,5.0,,0.0,NEUTRAL,1.0,0.5,0.85
user_792,job_259,,,0.0,NEUTRAL,,0.5,0.5
user_801,job_194,5.0,,0.0,NEUTRAL,1.0,0.5,0.85
user_920,job_337,5.0,,0.0,NEUTRAL,1.0,0.5,0.85
user_375,job_204,1.0,,0.0,NEUTRAL,0.0,0.5,0.15
user_234,job_35,2.0,,0.0,NEUTRAL,0.25,0.5,0.32499999999999996
user_814,job_239,,Comment for job 123,0.8270673155784607,POSITIVE,,0.9135336577892303,0.6240600973367691
user_181,job_219,,,0.0,NEUTRAL,,0.5,0.5
user_746,job_13,2.0,,0.0,NEUTRAL,0.25,0.5,0.32499999999999996
user_15,job_373,5.0,,0.0,NEUTRAL,1.0,0.5,0.85
user_442,job_178,,Comment for job 127,-0.5135990381240845,NEGATIVE,,0.24320048093795776,0.4229601442813873
user_977,job_380,3.0,,0.0,NEUTRAL,0.5,0.5,0.5
user_981,job_193,5.0,,0.0,NEUTRAL,1.0,0.5,0.85
user_544,job_363,,,0.0,NEUTRAL,,0.5,0.5
user_502,job_27,,,0.0,NEUTRAL,,0.5,0.5
user_509,job_47,4.0,,0.0,NEUTRAL,0.75,0.5,0.6749999999999999
user_213,job_286,2.0,Comment for job 133,0.7879471778869629,POSITIVE,0.25,0.8939735889434814,0.4431920766830444
user_826,job_183,2.0,,0.0,NEUTRAL,0.25,0.5,0.32499999999999996
user_678,job_356,4.0,Comment for job 135,0.702292263507843,POSITIVE,0.75,0.8511461317539215,0.7803438395261764
user_494,job_190,5.0,,0.0,NEUTRAL,1.0,0.5,0.85
user_595,job_425,,,0.0,NEUTRAL,,0.5,0.5
user_589,job_182,4.0,Comment for job 138,0.5099999904632568,POSITIVE,0.75,0.7549999952316284,0.7514999985694885
user_655,job_22,2.0,,0.0,NEUTRAL,0.25,0.5,0.32499999999999996
user_800,job_371,2.0,Comment for job 140,0.7911224961280823,POSITIVE,0.25,0.8955612480640411,0.4436683744192123
user_453,job_359,,,0.0,NEUTRAL,,0.5,0.5
user_78,job_125,,Comment for job 142,-0.507116436958313,NEGATIVE,,0.2464417815208435,0.423932534456253
user_200,job_335,2.0,,0.0,NEUTRAL,0.25,0.5,0.32499999999999996
user_307,job_22,,,0.0,NEUTRAL,,0.5,0.5
user_873,job_125,,,0.0,NEUTRAL,,0.5,0.5
user_800,job_40,2.0,,0.0,NEUTRAL,0.25,0.5,0.32499999999999996
user_18,job_417,5.0,,0.0,NEUTRAL,1.0,0.5,0.85
user_941,job_175,,,0.0,NEUTRAL,,0.5,0.5
user_223,job_375,2.0,Comment for job 149,0.5617383718490601,POSITIVE,0.25,0.78086918592453,0.409260755777359
user_617,job_356,5.0,,0.0,NEUTRAL,1.0,0.5,0.85
user_889,job_475,3.0,,0.0,NEUTRAL,0.5,0.5,0.5
user_925,job_462,4.0,,0.0,NEUTRAL,0.75,0.5,0.6749999999999999
user_80,job_4,,,0.0,NEUTRAL,,0.5,0.5
user_498,job_151,1.0,Comment for job 154,-0.648144006729126,NEGATIVE,0.0,0.175927996635437,0.0527783989906311
user_535,job_155,1.0,,0.0,NEUTRAL,0.0,0.5,0.15
user_242,job_72,1.0,,0.0,NEUTRAL,0.0,0.5,0.15
user_669,job_366,3.0,,0.0,NEUTRAL,0.5,0.5,0.5
user_212,job_441,1.0,,0.0,NEUTRAL,0.0,0.5,0.15
user_19,job_109,,,0.0,NEUTRAL,,0.5,0.5
user_238,job_336,5.0,,0.0,NEUTRAL,1.0,0.5,0.85
user_917,job_314,,,0.0,NEUTRAL,,0.5,0.5
user_649,job_299,2.0,,0.0,NEUTRAL,0.25,0.5,0.32499999999999996
user_153,job_310,5.0,,0.0,NEUTRAL,1.0,0.5,0.85
user_205,job_233,3.0,,0.0,NEUTRAL,0.5,0.5,0.5
user_338,job_159,5.0,,0.0,NEUTRAL,1.0,0.5,0.85
user_870,job_297,,Comment for job 166,-0.8973602652549744,NEGATIVE,,0.05131986737251282,0.3653959602117538
user_450,job_127,,,0.0,NEUTRAL,,0.5,0.5
user_519,job_368,1.0,,0.0,NEUTRAL,0.0,0.5,0.15
user_395,job_378,1.0,,0.0,NEUTRAL,0.0,0.5,0.15
user_662,job_433,5.0,,0.0,NEUTRAL,1.0,0.5,0.85
user_380,job_128,3.0,,0.0,NEUTRAL,0.5,0.5,0.5
user_249,job_402,,,0.0,NEUTRAL,,0.5,0.5
user_857,job_251,3.0,Comment for job 173,-0.691295862197876,NEGATIVE,0.5,0.154352068901062,0.3963056206703186
user_914,job_330,,,0.0,NEUTRAL,,0.5,0.5
user_617,job_457,5.0,,0.0,NEUTRAL,1.0,0.5,0.85
user_549,job_436,2.0,Comment for job 176,-0.7990244626998901,NEGATIVE,0.25,0.10048776865005493,0.20514633059501647
user_976,job_435,1.0,Comment for job 177,-0.9117645025253296,NEGATIVE,0.0,0.044117748737335205,0.013235324621200561
user_917,job_388,3.0,,0.0,NEUTRAL,0.5,0.5,0.5
user_238,job_16,1.0,,0.0,NEUTRAL,0.0,0.5,0.15
user_484,job_71,,,0.0,NEUTRAL,,0.5,0.5
user_311,job_54,,,0.0,NEUTRAL,,0.5,0.5
user_317,job_82,4.0,,0.0,NEUTRAL,0.75,0.5,0.6749999999999999
user_885,job_496,,,0.0,NEUTRAL,,0.5,0.5
user_653,job_210,3.0,,0.0,NEUTRAL,0.5,0.5,0.5
user_198,job_357,5.0,,0.0,NEUTRAL,1.0,0.5,0.85
user_10,job_78,3.0,,0.0,NEUTRAL,0.5,0.5,0.5
user_536,job_143,3.0,,0.0,NEUTRAL,0.5,0.5,0.5
user_792,job_433,,,0.0,NEUTRAL,,0.5,0.5
user_284,job_274,,,0.0,NEUTRAL,,0.5,0.5
user_69,job_63,,,0.0,NEUTRAL,,0.5,0.5
user_834,job_197,2.0,,0.0,NEUTRAL,0.25,0.5,0.32499999999999996
user_290,job_137,2.0,,0.0,NEUTRAL,0.25,0.5,0.32499999999999996
user_263,job_304,,Comment for job 193,-0.8693317174911499,NEGATIVE,,0.06533414125442505,0.3696002423763275
user_922,job_450,2.0,Comment for job 194,-0.7802621722221375,NEGATIVE,0.25,0.10986891388893127,0.20796067416667938
user_858,job_339,5.0,,0.0,NEUTRAL,1.0,0.5,0.85
user_428,job_242,,Comment for job 196,-0.8790504336357117,NEGATIVE,,0.060474783182144165,0.3681424349546432
user_47,job_454,4.0,,0.0,NEUTRAL,0.75,0.5,0.6749999999999999
user_673,job_285,4.0,,0.0,NEUTRAL,0.75,0.5,0.6749999999999999
user_205,job_352,,,0.0,NEUTRAL,,0.5,0.5
user_366,job_407,4.0,,0.0,NEUTRAL,0.75,0.5,0.6749999999999999
user_771,job_4,,,0.0,NEUTRAL,,0.5,0.5
user_543,job_331,1.0,,0.0,NEUTRAL,0.0,0.5,0.15
user_794,job_56,,Comment for job 203,0.7034858465194702,POSITIVE,,0.8517429232597351,0.6055228769779205
user_515,job_481,2.0,,0.0,NEUTRAL,0.25,0.5,0.32499999999999996
user_775,job_482,,Comment for job 205,0.5886276364326477,POSITIVE,,0.7943138182163239,0.5882941454648971
user_876,job_89,5.0,,0.0,NEUTRAL,1.0,0.5,0.85
user_717,job_143,,Comment for job 207,-0.6504333019256592,NEGATIVE,,0.1747833490371704,0.4024350047111511
user_956,job_247,2.0,,0.0,NEUTRAL,0.25,0.5,0.32499999999999996
user_640,job_37,,,0.0,NEUTRAL,,0.5,0.5
user_677,job_362,1.0,,0.0,NEUTRAL,0.0,0.5,0.15
user_471,job_344,3.0,,0.0,NEUTRAL,0.5,0.5,0.5
user_63,job_179,5.0,,0.0,NEUTRAL,1.0,0.5,0.85
user_724,job_235,3.0,Comment for job 213,-0.8665409684181213,NEGATIVE,0.5,0.06672951579093933,0.3700188547372818
user_464,job_456,1.0,,0.0,NEUTRAL,0.0,0.5,0.15
user_32,job_177,3.0,,0.0,NEUTRAL,0.5,0.5,0.5
user_725,job_350,5.0,,0.0,NEUTRAL,1.0,0.5,0.85
user_603,job_208,4.0,,0.0,NEUTRAL,0.75,0.5,0.6749999999999999
user_346,job_371,,,0.0,NEUTRAL,,0.5,0.5
user_283,job_444,5.0,,0.0,NEUTRAL,1.0,0.5,0.85
user_923,job_357,,Comment for job 220,-0.732883632183075,NEGATIVE,,0.13355818390846252,0.3900674551725387
user_596,job_45,5.0,Comment for job 221,-0.756104052066803,NEGATIVE,1.0,0.12194797396659851,0.7365843921899795
user_436,job_239,2.0,,0.0,NEUTRAL,0.25,0.5,0.32499999999999996
user_224,job_249,,,0.0,NEUTRAL,,0.5,0.5
user_188,job_452,2.0,,0.0,NEUTRAL,0.25,0.5,0.32499999999999996
user_168,job_113,,,0.0,NEUTRAL,,0.5,0.5
user_214,job_449,3.0,,0.0,NEUTRAL,0.5,0.5,0.5
user_517,job_220,3.0,,0.0,NEUTRAL,0.5,0.5,0.5
user_305,job_29,1.0,,0.0,NEUTRAL,0.0,0.5,0.15
user_971,job_204,3.0,,0.0,NEUTRAL,0.5,0.5,0.5
user_692,job_89,1.0,,0.0,NEUTRAL,0.0,0.5,0.15
user_498,job_98,,,0.0,NEUTRAL,,0.5,0.5
user_888,job_446,,Comment for job 232,-0.8976312279701233,NEGATIVE,,0.051184386014938354,0.3653553158044815
user_948,job_20,5.0,Comment for job 233,-0.9028330445289612,NEGATIVE,1.0,0.04858347773551941,0.7145750433206558
user_350,job_369,2.0,,0.0,NEUTRAL,0.25,0.5,0.32499999999999996
user_874,job_490,,,0.0,NEUTRAL,,0.5,0.5
user_71,job_145,4.0,,0.0,NEUTRAL,0.75,0.5,0.6749999999999999
user_115,job_9,,Comment for job 237,-0.8932541608810425,NEGATIVE,,0.05337291955947876,0.3660118758678436
user_115,job_115,,,0.0,NEUTRAL,,0.5,0.5
user_27,job_36,,Comment for job 239,-0.9049437046051025,NEGATIVE,,0.04752814769744873,0.3642584443092346
user_610,job_218,4.0,,0.0,NEUTRAL,0.75,0.5,0.6749999999999999
user_35,job_305,,Comment for job 241,-0.6134253740310669,NEGATIVE,,0.19328731298446655,0.40798619389533997
user_44,job_369,1.0,,0.0,NEUTRAL,0.0,0.5,0.15
user_141,job_134,5.0,Comment for job 243,-0.7803670763969421,NEGATIVE,1.0,0.10981646180152893,0.7329449385404586
user_979,job_434,3.0,,0.0,NEUTRAL,0.5,0.5,0.5
user_167,job_453,,,0.0,NEUTRAL,,0.5,0.5
user_904,job_345,3.0,,0.0,NEUTRAL,0.5,0.5,0.5
user_93,job_108,,,0.0,NEUTRAL,,0.5,0.5
user_296,job_400,3.0,,0.0,NEUTRAL,0.5,0.5,0.5
user_710,job_127,,,0.0,NEUTRAL,,0.5,0.5
user_577,job_192,,,0.0,NEUTRAL,,0.5,0.5
user_787,job_463,3.0,,0.0,NEUTRAL,0.5,0.5,0.5
user_886,job_90,2.0,,0.0,NEUTRAL,0.25,0.5,0.32499999999999996
user_787,job_357,,,0.0,NEUTRAL,,0.5,0.5
user_973,job_399,,Comment for job 254,-0.913740336894989,NEGATIVE,,0.04312983155250549,0.3629389494657516
user_779,job_76,2.0,,0.0,NEUTRAL,0.25,0.5,0.32499999999999996
user_520,job_397,,,0.0,NEUTRAL,,0.5,0.5
user_866,job_54,2.0,,0.0,NEUTRAL,0.25,0.5,0.32499999999999996
user_497,job_48,,,0.0,NEUTRAL,,0.5,0.5
user_883,job_259,5.0,,0.0,NEUTRAL,1.0,0.5,0.85
user_242,job_488,2.0,,0.0,NEUTRAL,0.25,0.5,0.32499999999999996
user_393,job_403,4.0,,0.0,NEUTRAL,0.75,0.5,0.6749999999999999
user_191,job_307,1.0,,0.0,NEUTRAL,0.0,0.5,0.15
user_988,job_446,3.0,,0.0,NEUTRAL,0.5,0.5,0.5
user_955,job_47,,,0.0,NEUTRAL,,0.5,0.5
user_742,job_308,3.0,Comment for job 265,-0.7172921299934387,NEGATIVE,0.5,0.14135393500328064,0.3924061805009842
user_372,job_380,1.0,,0.0,NEUTRAL,0.0,0.5,0.15
user_668,job_136,2.0,Comment for job 267,-0.9507283568382263,NEGATIVE,0.25,0.02463582158088684,0.18239074647426604
user_242,job_373,5.0,Comment for job 268,-0.9791640639305115,NEGATIVE,1.0,0.010417968034744263,0.7031253904104232
user_39,job_50,4.0,,0.0,NEUTRAL,0.75,0.5,0.6749999999999999
user_312,job_30,4.0,,0.0,NEUTRAL,0.75,0.5,0.6749999999999999
user_879,job_452,3.0,,0.0,NEUTRAL,0.5,0.5,0.5
user_817,job_300,5.0,,0.0,NEUTRAL,1.0,0.5,0.85
user_318,job_39,,,0.0,NEUTRAL,,0.5,0.5
user_324,job_358,4.0,,0.0,NEUTRAL,0.75,0.5,0.6749999999999999
user_437,job_260,5.0,,0.0,NEUTRAL,1.0,0.5,0.85
user_59,job_402,4.0,,0.0,NEUTRAL,0.75,0.5,0.6749999999999999
user_436,job_104,4.0,,0.0,NEUTRAL,0.75,0.5,0.6749999999999999
user_410,job_316,1.0,,0.0,NEUTRAL,0.0,0.5,0.15
user_166,job_188,3.0,Comment for job 279,-0.8832358121871948,NEGATIVE,0.5,0.05838209390640259,0.36751462817192077
user_408,job_5,,Comment for job 280,-0.6324669718742371,NEGATIVE,,0.18376651406288147,0.40512995421886444
user_976,job_99,4.0,Comment for job 281,-0.5711029767990112,NEGATIVE,0.75,0.21444851160049438,0.5893345534801482
user_549,job_244,5.0,,0.0,NEUTRAL,1.0,0.5,0.85
user_822,job_160,,Comment for job 283,-0.8124830722808838,NEGATIVE,,0.0937584638595581,0.3781275391578674
user_28,job_196,2.0,,0.0,NEUTRAL,0.25,0.5,0.32499999999999996
user_958,job_83,5.0,Comment for job 285,-0.8842619061470032,NEGATIVE,1.0,0.05786904692649841,0.7173607140779494
user_366,job_39,5.0,,0.0,NEUTRAL,1.0,0.5,0.85
user_80,job_411,2.0,,0.0,NEUTRAL,0.25,0.5,0.32499999999999996
user_222,job_5,5.0,,0.0,NEUTRAL,1.0,0.5,0.85
user_309,job_51,,,0.0,NEUTRAL,,0.5,0.5
user_178,job_180,,,0.0,NEUTRAL,,0.5,0.5
user_264,job_440,3.0,,0.0,NEUTRAL,0.5,0.5,0.5
user_6,job_152,1.0,,0.0,NEUTRAL,0.0,0.5,0.15
user_618,job_498,,,0.0,NEUTRAL,,0.5,0.5
user_222,job_173,,Comment for job 294,-0.8040658235549927,NEGATIVE,,0.09796708822250366,0.3793901264667511
user_986,job_224,1.0,,0.0,NEUTRAL,0.0,0.5,0.15
user_469,job_311,,,0.0,NEUTRAL,,0.5,0.5
user_164,job_375,,,0.0,NEUTRAL,,0.5,0.5
user_774,job_108,,Comment for job 298,-0.8761784434318542,NEGATIVE,,0.061910778284072876,0.36857323348522186
user_684,job_358,2.0,,0.0,NEUTRAL,0.25,0.5,0.32499999999999996
user_978,job_12,5.0,,0.0,NEUTRAL,1.0,0.5,0.85
user_83,job_87,3.0,,0.0,NEUTRAL,0.5,0.5,0.5
user_932,job_119,,,0.0,NEUTRAL,,0.5,0.5
user_476,job_109,,,0.0,NEUTRAL,,0.5,0.5
user_7,job_195,4.0,,0.0,NEUTRAL,0.75,0.5,0.6749999999999999
user_66,job_259,2.0,Comment for job 305,-0.9178161025047302,NEGATIVE,0.25,0.04109194874763489,0.18732758462429044
user_80,job_168,,Comment for job 306,-0.9075860381126404,NEGATIVE,,0.04620698094367981,0.3638620942831039
user_252,job_204,,,0.0,NEUTRAL,,0.5,0.5
user_351,job_411,5.0,,0.0,NEUTRAL,1.0,0.5,0.85
user_806,job_156,1.0,,0.0,NEUTRAL,0.0,0.5,0.15
user_901,job_130,1.0,Comment for job 310,-0.8276093006134033,NEGATIVE,0.0,0.08619534969329834,0.0258586049079895
user_211,job_391,5.0,,0.0,NEUTRAL,1.0,0.5,0.85
user_755,job_46,,Comment for job 312,-0.9142708778381348,NEGATIVE,,0.04286456108093262,0.3628593683242798
user_441,job_77,3.0,Comment for job 313,-0.768111526966095,NEGATIVE,0.5,0.11594423651695251,0.38478327095508574
user_382,job_290,4.0,,0.0,NEUTRAL,0.75,0.5,0.6749999999999999
user_163,job_152,2.0,,0.0,NEUTRAL,0.25,0.5,0.32499999999999996
user_653,job_402,,,0.0,NEUTRAL,,0.5,0.5
user_309,job_461,,,0.0,NEUTRAL,,0.5,0.5
user_156,job_18,,,0.0,NEUTRAL,,0.5,0.5
user_774,job_60,3.0,Comment for job 319,-0.6466156840324402,NEGATIVE,0.5,0.1766921579837799,0.40300764739513395
user_17,job_240,3.0,,0.0,NEUTRAL,0.5,0.5,0.5
user_403,job_35,3.0,,0.0,NEUTRAL,0.5,0.5,0.5
user_130,job_460,2.0,Comment for job 322,-0.8598783016204834,NEGATIVE,0.25,0.0700608491897583,0.19601825475692747
user_77,job_26,4.0,,0.0,NEUTRAL,0.75,0.5,0.6749999999999999
user_476,job_464,,Comment for job 324,-0.5876062512397766,NEGATIVE,,0.2061968743801117,0.41185906231403346
user_137,job_301,4.0,,0.0,NEUTRAL,0.75,0.5,0.6749999999999999
user_437,job_49,,,0.0,NEUTRAL,,0.5,0.5
user_277,job_278,3.0,Comment for job 327,-0.8389440178871155,NEGATIVE,0.5,0.08052799105644226,0.3741583973169327
user_850,job_68,4.0,,0.0,NEUTRAL,0.75,0.5,0.6749999999999999
user_443,job_27,5.0,Comment for job 329,-0.8948419094085693,NEGATIVE,1.0,0.05257904529571533,0.7157737135887146
