user_id,job_id,rating_explicite,commentaire_texte_anglais,sentiment_score,sentiment_label,normalized_rating,normalized_sentiment,enhanced_rating
user_395,job_453,,,0.0,NEUTRAL,,0.5,0.5
user_832,job_298,4.0,,0.0,NEUTRAL,0.75,0.5,0.6749999999999999
user_747,job_68,4.0,The quality of work was outstanding. I'll definitely hire again for Electrical installations.,0.9998219609260559,POSITIVE,0.75,0.999910980463028,0.8249732941389083
user_403,job_423,,,0.0,NEUTRAL,,0.5,0.5
user_24,job_99,3.0,Decent work but took longer than expected for Traditional carpet making completion.,-0.5715939998626709,NEGATIVE,0.5,0.21420300006866455,0.41426090002059934
user_453,job_99,,,0.0,NEUTRAL,,0.5,0.5
user_629,job_426,5.0,,0.0,NEUTRAL,1.0,0.5,0.85
user_927,job_307,3.0,Service was as expected. Neither impressive nor disappointing.,0.8215858340263367,POSITIVE,0.5,0.9107929170131683,0.6232378751039505
user_775,job_343,5.0,The quality of work was outstanding. I'll definitely hire again for Painting services.,0.999816358089447,POSITIVE,1.0,0.9999081790447235,0.9999724537134169
user_929,job_342,,,0.0,NEUTRAL,,0.5,0.5
user_819,job_406,5.0,,0.0,NEUTRAL,1.0,0.5,0.85
user_965,job_416,4.0,Excellent communication and service. Best handcrafts professional in Alger.,0.9998301267623901,POSITIVE,0.75,0.9999150633811951,0.8249745190143585
user_748,job_497,4.0,Exceptional skills in transportation. The job was completed ahead of schedule.,0.9996707439422607,POSITIVE,0.75,0.9998353719711304,0.824950611591339
user_549,job_48,4.0,,0.0,NEUTRAL,0.75,0.5,0.6749999999999999
user_994,job_430,4.0,Exceptional skills in agriculture & gardening. The job was completed ahead of schedule.,0.9996532201766968,POSITIVE,0.75,0.9998266100883484,0.8249479830265044
user_691,job_1,5.0,,0.0,NEUTRAL,1.0,0.5,0.85
user_63,job_338,3.0,Fair price for the quality. Average events & celebrations service provider in Djanet.,-0.6531515121459961,NEGATIVE,0.5,0.17342424392700195,0.40202727317810055
user_433,job_423,5.0,Very pleased with the results. Expert in Wood crafting with fair pricing.,0.9998499155044556,POSITIVE,1.0,0.9999249577522278,0.9999774873256683
user_284,job_370,5.0,Very pleased with the results. Expert in Air conditioner maintenance with fair pricing.,0.999767005443573,POSITIVE,1.0,0.9998835027217865,0.9999650508165359
user_944,job_68,,,0.0,NEUTRAL,,0.5,0.5
user_80,job_358,3.0,Service was as expected. Neither impressive nor disappointing.,0.8215858340263367,POSITIVE,0.5,0.9107929170131683,0.6232378751039505
user_486,job_417,,,0.0,NEUTRAL,,0.5,0.5
user_417,job_94,5.0,,0.0,NEUTRAL,1.0,0.5,0.85
user_18,job_46,2.0,The Traditional dress sewing service was adequate. Nothing exceptional but got the job done.,0.996914267539978,POSITIVE,0.25,0.998457133769989,0.4745371401309967
user_186,job_380,5.0,,0.0,NEUTRAL,1.0,0.5,0.85
user_525,job_187,,,0.0,NEUTRAL,,0.5,0.5
user_77,job_397,4.0,,0.0,NEUTRAL,0.75,0.5,0.6749999999999999
user_96,job_396,5.0,Exceptional skills in beauty & wellness. The job was completed ahead of schedule.,0.9997691512107849,POSITIVE,1.0,0.9998845756053925,0.9999653726816177
user_128,job_447,5.0,Great work in Touggourt! Would recommend to others looking for handcrafts services.,0.9976577758789062,POSITIVE,1.0,0.9988288879394531,0.9996486663818358
user_318,job_361,3.0,Reasonable quality work. Some aspects of the DJ services could be better.,0.9945401549339294,POSITIVE,0.5,0.9972700774669647,0.6491810232400894
user_227,job_440,5.0,,0.0,NEUTRAL,1.0,0.5,0.85
user_142,job_351,4.0,,0.0,NEUTRAL,0.75,0.5,0.6749999999999999
user_33,job_329,,,0.0,NEUTRAL,,0.5,0.5
user_993,job_303,4.0,The quality of work was outstanding. I'll definitely hire again for Makeup services.,0.999821126461029,POSITIVE,0.75,0.9999105632305145,0.8249731689691542
user_804,job_40,,,0.0,NEUTRAL,,0.5,0.5
user_274,job_384,5.0,,0.0,NEUTRAL,1.0,0.5,0.85
user_806,job_169,4.0,Exceptional skills in teaching & education. The job was completed ahead of schedule.,0.9997305274009705,POSITIVE,0.75,0.9998652637004852,0.8249595791101454
user_401,job_246,,,0.0,NEUTRAL,,0.5,0.5
user_702,job_166,2.0,Decent work but took longer than expected for Housekeeping completion.,-0.9680744409561157,NEGATIVE,0.25,0.01596277952194214,0.17978883385658262
user_979,job_333,,,0.0,NEUTRAL,,0.5,0.5
user_129,job_27,5.0,Excellent service for Pottery services. Very professional and punctual.,0.9997195601463318,POSITIVE,1.0,0.9998597800731659,0.9999579340219498
user_553,job_282,3.0,Decent work but took longer than expected for Catering for special events completion.,-0.9787817597389221,NEGATIVE,0.5,0.01060912013053894,0.35318273603916167
user_914,job_35,5.0,Great work in Adrar! Would recommend to others looking for handcrafts services.,0.9978118538856506,POSITIVE,1.0,0.9989059269428253,0.9996717780828475
user_788,job_465,,,0.0,NEUTRAL,,0.5,0.5
user_789,job_275,3.0,The Home hairdressing service was adequate. Nothing exceptional but got the job done.,0.995591938495636,POSITIVE,0.5,0.997795969247818,0.6493387907743453
user_431,job_96,5.0,Great work in Aïn Témouchent! Would recommend to others looking for events & celebrations services.,0.9989094734191895,POSITIVE,1.0,0.9994547367095947,0.9998364210128783
user_596,job_343,5.0,Exceptional skills in home services. The job was completed ahead of schedule.,0.9995953440666199,POSITIVE,1.0,0.9997976720333099,0.9999393016099929
user_834,job_450,4.0,Professional and courteous. Completed the Wedding planning work perfectly.,0.9998794794082642,POSITIVE,0.75,0.9999397397041321,0.8249819219112395
user_938,job_7,,,0.0,NEUTRAL,,0.5,0.5
user_286,job_157,,,0.0,NEUTRAL,,0.5,0.5
user_549,job_315,,,0.0,NEUTRAL,,0.5,0.5
user_696,job_442,4.0,,0.0,NEUTRAL,0.75,0.5,0.6749999999999999
user_647,job_50,,,0.0,NEUTRAL,,0.5,0.5
user_757,job_433,,,0.0,NEUTRAL,,0.5,0.5
user_883,job_424,4.0,,0.0,NEUTRAL,0.75,0.5,0.6749999999999999
user_561,job_339,4.0,,0.0,NEUTRAL,0.75,0.5,0.6749999999999999
user_682,job_353,4.0,,0.0,NEUTRAL,0.75,0.5,0.6749999999999999
user_260,job_90,3.0,,0.0,NEUTRAL,0.5,0.5,0.5
user_621,job_34,2.0,,0.0,NEUTRAL,0.25,0.5,0.32499999999999996
user_994,job_153,,,0.0,NEUTRAL,,0.5,0.5
user_208,job_250,5.0,Exceptional skills in digital services. The job was completed ahead of schedule.,0.999506950378418,POSITIVE,1.0,0.999753475189209,0.9999260425567627
user_713,job_482,4.0,Very pleased with the results. Expert in Fruit picking with fair pricing.,0.9998623132705688,POSITIVE,0.75,0.9999311566352844,0.8249793469905853
user_705,job_183,,,0.0,NEUTRAL,,0.5,0.5
user_511,job_440,4.0,The quality of work was outstanding. I'll definitely hire again for Traditional carpet making.,0.9998363256454468,POSITIVE,0.75,0.9999181628227234,0.8249754488468168
user_693,job_12,,,0.0,NEUTRAL,,0.5,0.5
user_674,job_478,4.0,Excellent service for Leather crafting. Very professional and punctual.,0.9997653365135193,POSITIVE,0.75,0.9998826682567596,0.8249648004770278
user_274,job_260,5.0,,0.0,NEUTRAL,1.0,0.5,0.85
user_530,job_415,5.0,,0.0,NEUTRAL,1.0,0.5,0.85
user_213,job_240,3.0,Service was as expected. Neither impressive nor disappointing.,0.8215858340263367,POSITIVE,0.5,0.9107929170131683,0.6232378751039505
user_798,job_353,,,0.0,NEUTRAL,,0.5,0.5
user_669,job_89,4.0,Very satisfied with the Catering services service. Fast and efficient.,0.99983811378479,POSITIVE,0.75,0.999919056892395,0.8249757170677183
user_109,job_181,,,0.0,NEUTRAL,,0.5,0.5
user_401,job_357,4.0,,0.0,NEUTRAL,0.75,0.5,0.6749999999999999
user_250,job_325,5.0,Exceptional skills in agriculture & gardening. The job was completed ahead of schedule.,0.9996532201766968,POSITIVE,1.0,0.9998266100883484,0.9999479830265044
user_436,job_104,,,0.0,NEUTRAL,,0.5,0.5
user_411,job_437,,,0.0,NEUTRAL,,0.5,0.5
user_992,job_50,2.0,Acceptable service in Illizi. Some minor issues but overall okay.,0.9988399147987366,POSITIVE,0.25,0.9994199573993683,0.47482598721981045
user_225,job_402,5.0,,0.0,NEUTRAL,1.0,0.5,0.85
user_797,job_299,,,0.0,NEUTRAL,,0.5,0.5
user_218,job_287,4.0,,0.0,NEUTRAL,0.75,0.5,0.6749999999999999
user_956,job_182,5.0,,0.0,NEUTRAL,1.0,0.5,0.85
user_688,job_105,5.0,,0.0,NEUTRAL,1.0,0.5,0.85
user_782,job_109,,,0.0,NEUTRAL,,0.5,0.5
user_247,job_233,4.0,,0.0,NEUTRAL,0.75,0.5,0.6749999999999999
user_212,job_54,2.0,,0.0,NEUTRAL,0.25,0.5,0.32499999999999996
user_631,job_172,4.0,,0.0,NEUTRAL,0.75,0.5,0.6749999999999999
user_33,job_417,5.0,Excellent communication and service. Best digital services professional in El Tarf.,0.99983811378479,POSITIVE,1.0,0.999919056892395,0.9999757170677184
user_70,job_420,1.0,Poor quality work in El Tarf. Would not recommend for food & cuisine jobs.,-0.9991342425346375,NEGATIVE,0.0,0.0004328787326812744,0.00012986361980438232
user_780,job_401,3.0,,0.0,NEUTRAL,0.5,0.5,0.5
user_775,job_20,4.0,Professional and courteous. Completed the Science tutoring work perfectly.,0.9998663663864136,POSITIVE,0.75,0.9999331831932068,0.824979954957962
user_124,job_234,5.0,,0.0,NEUTRAL,1.0,0.5,0.85
user_373,job_91,5.0,Very satisfied with the Wedding planning service. Fast and efficient.,0.9998620748519897,POSITIVE,1.0,0.9999310374259949,0.9999793112277984
user_538,job_214,,,0.0,NEUTRAL,,0.5,0.5
user_613,job_283,5.0,,0.0,NEUTRAL,1.0,0.5,0.85
user_749,job_391,,,0.0,NEUTRAL,,0.5,0.5
user_187,job_71,,,0.0,NEUTRAL,,0.5,0.5
user_260,job_417,3.0,Completed the job as required. Standard digital services service.,0.6195754408836365,POSITIVE,0.5,0.8097877204418182,0.5929363161325454
user_417,job_180,4.0,,0.0,NEUTRAL,0.75,0.5,0.6749999999999999
user_582,job_338,3.0,Reasonable quality work. Some aspects of the Event photography could be better.,0.9955612421035767,POSITIVE,0.5,0.9977806210517883,0.6493341863155364
user_331,job_304,4.0,,0.0,NEUTRAL,0.75,0.5,0.6749999999999999
user_292,job_469,4.0,Excellent communication and service. Best beauty & wellness professional in Saïda.,0.9998517036437988,POSITIVE,0.75,0.9999258518218994,0.8249777555465697
user_635,job_141,2.0,The Moving assistance service was adequate. Nothing exceptional but got the job done.,0.9982361793518066,POSITIVE,0.25,0.9991180896759033,0.474735426902771
user_361,job_182,3.0,,0.0,NEUTRAL,0.5,0.5,0.5
user_388,job_340,3.0,Completed the job as required. Standard agriculture & gardening service.,0.9724478125572205,POSITIVE,0.5,0.9862239062786102,0.6458671718835831
user_712,job_110,4.0,,0.0,NEUTRAL,0.75,0.5,0.6749999999999999
user_679,job_159,,,0.0,NEUTRAL,,0.5,0.5
user_11,job_17,3.0,,0.0,NEUTRAL,0.5,0.5,0.5
user_550,job_465,4.0,,0.0,NEUTRAL,0.75,0.5,0.6749999999999999
user_145,job_47,4.0,,0.0,NEUTRAL,0.75,0.5,0.6749999999999999
user_546,job_209,3.0,,0.0,NEUTRAL,0.5,0.5,0.5
user_158,job_495,4.0,Very satisfied with the Homemade couscous service. Fast and efficient.,0.9997463822364807,POSITIVE,0.75,0.9998731911182404,0.8249619573354721
user_840,job_236,5.0,,0.0,NEUTRAL,1.0,0.5,0.85
user_893,job_159,,,0.0,NEUTRAL,,0.5,0.5
user_649,job_16,,,0.0,NEUTRAL,,0.5,0.5
user_209,job_82,5.0,,0.0,NEUTRAL,1.0,0.5,0.85
user_551,job_89,3.0,Average work for events & celebrations. Could improve on timeliness.,-0.9911417961120605,NEGATIVE,0.5,0.0044291019439697266,0.3513287305831909
user_847,job_287,,,0.0,NEUTRAL,,0.5,0.5
user_622,job_485,4.0,,0.0,NEUTRAL,0.75,0.5,0.6749999999999999
user_831,job_198,,,0.0,NEUTRAL,,0.5,0.5
user_392,job_188,,,0.0,NEUTRAL,,0.5,0.5
user_546,job_113,,,0.0,NEUTRAL,,0.5,0.5
user_211,job_267,,,0.0,NEUTRAL,,0.5,0.5
user_165,job_167,,,0.0,NEUTRAL,,0.5,0.5
user_684,job_348,,,0.0,NEUTRAL,,0.5,0.5
user_44,job_440,5.0,Great work in Adrar! Would recommend to others looking for handcrafts services.,0.9978118538856506,POSITIVE,1.0,0.9989059269428253,0.9996717780828475
user_786,job_496,4.0,,0.0,NEUTRAL,0.75,0.5,0.6749999999999999
user_284,job_159,5.0,Professional and courteous. Completed the Pottery services work perfectly.,0.9998574256896973,POSITIVE,1.0,0.9999287128448486,0.9999786138534545
user_410,job_440,4.0,,0.0,NEUTRAL,0.75,0.5,0.6749999999999999
user_497,job_357,4.0,The quality of work was outstanding. I'll definitely hire again for Electrical installations.,0.9998219609260559,POSITIVE,0.75,0.999910980463028,0.8249732941389083
user_455,job_64,,,0.0,NEUTRAL,,0.5,0.5
user_53,job_196,,,0.0,NEUTRAL,,0.5,0.5
user_276,job_302,4.0,,0.0,NEUTRAL,0.75,0.5,0.6749999999999999
user_359,job_85,3.0,Reasonable quality work. Some aspects of the Manicure & pedicure could be better.,0.9973727464675903,POSITIVE,0.5,0.9986863732337952,0.6496059119701385
user_441,job_200,4.0,The quality of work was outstanding. I'll definitely hire again for Mobile app development.,0.9998131394386292,POSITIVE,0.75,0.9999065697193146,0.8249719709157943
user_685,job_23,,,0.0,NEUTRAL,,0.5,0.5
user_239,job_474,2.0,Completed the job as required. Standard digital services service.,0.6195754408836365,POSITIVE,0.25,0.8097877204418182,0.41793631613254545
user_251,job_281,4.0,Professional and courteous. Completed the Computer maintenance work perfectly.,0.9998136162757874,POSITIVE,0.75,0.9999068081378937,0.824972042441368
user_763,job_460,,,0.0,NEUTRAL,,0.5,0.5
user_598,job_394,4.0,Very satisfied with the Wood crafting service. Fast and efficient.,0.9998563528060913,POSITIVE,0.75,0.9999281764030457,0.8249784529209137
user_33,job_440,4.0,Exceptional skills in handcrafts. The job was completed ahead of schedule.,0.9996888637542725,POSITIVE,0.75,0.9998444318771362,0.8249533295631408
user_701,job_381,,,0.0,NEUTRAL,,0.5,0.5
user_265,job_432,4.0,,0.0,NEUTRAL,0.75,0.5,0.6749999999999999
user_399,job_65,,,0.0,NEUTRAL,,0.5,0.5
user_427,job_74,,,0.0,NEUTRAL,,0.5,0.5
user_799,job_314,5.0,Excellent service for Irrigation system installation. Very professional and punctual.,0.9997318387031555,POSITIVE,1.0,0.9998659193515778,0.9999597758054732
user_692,job_213,4.0,Very satisfied with the Fruit picking service. Fast and efficient.,0.999832034111023,POSITIVE,0.75,0.9999160170555115,0.8249748051166533
user_327,job_228,,,0.0,NEUTRAL,,0.5,0.5
user_272,job_296,4.0,,0.0,NEUTRAL,0.75,0.5,0.6749999999999999
user_648,job_280,3.0,Reasonable quality work. Some aspects of the Video editing could be better.,0.9878765344619751,POSITIVE,0.5,0.9939382672309875,0.6481814801692962
user_890,job_107,,,0.0,NEUTRAL,,0.5,0.5
user_584,job_239,4.0,,0.0,NEUTRAL,0.75,0.5,0.6749999999999999
user_187,job_332,4.0,Very pleased with the results. Expert in Private math tutoring with fair pricing.,0.9998395442962646,POSITIVE,0.75,0.9999197721481323,0.8249759316444396
user_164,job_418,5.0,Great work in Oum El Bouaghi! Would recommend to others looking for food & cuisine services.,0.9983377456665039,POSITIVE,1.0,0.999168872833252,0.9997506618499755
user_834,job_288,4.0,Exceptional skills in maintenance & repairs. The job was completed ahead of schedule.,0.9996275901794434,POSITIVE,0.75,0.9998137950897217,0.8249441385269164
user_736,job_463,5.0,,0.0,NEUTRAL,1.0,0.5,0.85
user_701,job_31,4.0,Great work in Sétif! Would recommend to others looking for home services services.,0.999305248260498,POSITIVE,0.75,0.999652624130249,0.8248957872390745
user_909,job_497,2.0,The City tours service was adequate. Nothing exceptional but got the job done.,0.9976715445518494,POSITIVE,0.25,0.9988357722759247,0.4746507316827774
user_989,job_279,3.0,Decent work but took longer than expected for Science tutoring completion.,-0.972499668598175,NEGATIVE,0.5,0.013750165700912476,0.3541250497102737
user_130,job_356,4.0,,0.0,NEUTRAL,0.75,0.5,0.6749999999999999
user_464,job_91,,,0.0,NEUTRAL,,0.5,0.5
user_162,job_57,5.0,Professional and courteous. Completed the Logo design work perfectly.,0.9998695850372314,POSITIVE,1.0,0.9999347925186157,0.9999804377555847
user_235,job_49,4.0,Excellent service for Private math tutoring. Very professional and punctual.,0.9997323155403137,POSITIVE,0.75,0.9998661577701569,0.8249598473310469
user_955,job_285,5.0,,0.0,NEUTRAL,1.0,0.5,0.85
user_202,job_34,,,0.0,NEUTRAL,,0.5,0.5
user_946,job_160,,,0.0,NEUTRAL,,0.5,0.5
user_91,job_288,3.0,,0.0,NEUTRAL,0.5,0.5,0.5
user_594,job_429,4.0,Excellent service for City tours. Very professional and punctual.,0.9998157620429993,POSITIVE,0.75,0.9999078810214996,0.8249723643064497
user_397,job_398,4.0,,0.0,NEUTRAL,0.75,0.5,0.6749999999999999
user_108,job_92,,,0.0,NEUTRAL,,0.5,0.5
user_274,job_123,,,0.0,NEUTRAL,,0.5,0.5
user_12,job_321,5.0,The quality of work was outstanding. I'll definitely hire again for Car mechanics.,0.9998433589935303,POSITIVE,1.0,0.9999216794967651,0.9999765038490295
user_99,job_94,,,0.0,NEUTRAL,,0.5,0.5
user_766,job_326,3.0,Completed the job as required. Standard teaching & education service.,0.9877504706382751,POSITIVE,0.5,0.9938752353191376,0.6481625705957412
user_281,job_190,1.0,Disappointed with the Manicure & pedicure service. Many issues left unresolved.,-0.9997825026512146,NEGATIVE,0.0,0.0001087486743927002,3.262460231781006e-05
user_699,job_154,5.0,The quality of work was outstanding. I'll definitely hire again for E-commerce setup.,0.9998005032539368,POSITIVE,1.0,0.9999002516269684,0.9999700754880905
user_168,job_90,4.0,Great work in Jijel! Would recommend to others looking for teaching & education services.,0.9996700286865234,POSITIVE,0.75,0.9998350143432617,0.8249505043029783
user_907,job_153,4.0,Excellent service for Car mechanics. Very professional and punctual.,0.9997518658638,POSITIVE,0.75,0.9998759329319,0.8249627798795699
user_338,job_37,,,0.0,NEUTRAL,,0.5,0.5
user_594,job_80,4.0,,0.0,NEUTRAL,0.75,0.5,0.6749999999999999
user_773,job_408,5.0,Exceptional skills in agriculture & gardening. The job was completed ahead of schedule.,0.9996532201766968,POSITIVE,1.0,0.9998266100883484,0.9999479830265044
user_580,job_161,3.0,The Plant care service was adequate. Nothing exceptional but got the job done.,0.997612476348877,POSITIVE,0.5,0.9988062381744385,0.6496418714523315
