user_id,job_id,rating,comment,timestamp
user_28,job_6,4.197124985433078,"Perfect job, exceeded expectations.",2025-05-16 05:21:32.067889
user_4,job_57,4.923409318611491,Very satisfied with the quality of work.,2025-05-12 05:21:32.069926
user_13,job_83,4.3016452461059576,"Excellent work, completed on time.",2025-05-18 05:21:32.071914
user_50,job_27,4.603117441266144,Excellent communication and service.,2025-05-04 05:21:32.072896
user_15,job_2,4.46805723889133,"Perfect job, exceeded expectations.",2025-05-12 05:21:32.073893
user_24,job_10,4.340191464724663,"Great service, very professional!",2025-04-21 05:21:32.074894
user_35,job_33,4.716927837473277,Very satisfied with the quality of work.,2025-05-19 05:21:32.075892
user_8,job_43,4.149337804794083,The worker was punctual and efficient.,2025-04-24 05:21:32.076892
user_46,job_56,1.9681756347965693,Late and unprofessional.,2025-05-08 05:21:32.078892
user_25,job_56,4.119738486417411,"Perfect job, exceeded expectations.",2025-04-20 05:21:32.079892
user_43,job_15,4.516619294891243,"Great service, very professional!",2025-04-21 05:21:32.080893
user_26,job_31,2.907366777910216,Meets basic expectations.,2025-04-23 05:21:32.082113
user_9,job_26,4.526134721656152,The worker was punctual and efficient.,2025-05-16 05:21:32.083889
user_27,job_80,1.2291909825867104,Did not follow instructions.,2025-05-03 05:21:32.086253
user_44,job_98,4.6789081337745975,Excellent communication and service.,2025-05-10 05:21:32.087788
user_49,job_80,4.185588016890082,Very satisfied with the quality of work.,2025-05-13 05:21:32.089084
user_5,job_76,4.304690757436425,"Perfect job, exceeded expectations.",2025-05-08 05:21:32.090764
user_10,job_11,4.561556588380496,"Highly recommended, will hire again.",2025-05-14 05:21:32.092857
user_20,job_23,4.89163364003875,"Highly recommended, will hire again.",2025-05-03 05:21:32.094673
user_25,job_72,4.332626904578142,"Perfect job, exceeded expectations.",2025-05-08 05:21:32.095432
user_3,job_26,4.205138209256772,"Great service, very professional!",2025-04-20 05:21:32.096439
user_24,job_10,4.7322792474017685,Excellent communication and service.,2025-05-09 05:21:32.096439
user_4,job_89,1.3642675640326845,Late and unprofessional.,2025-05-18 05:21:32.096439
user_41,job_47,4.3253548365584855,"Perfect job, exceeded expectations.",2025-05-07 05:21:32.096439
user_4,job_10,4.818408135184063,"Perfect job, exceeded expectations.",2025-04-20 05:21:32.096439
user_48,job_44,4.378929149482737,"Perfect job, exceeded expectations.",2025-05-17 05:21:32.096439
user_8,job_94,4.566566358442187,Very satisfied with the quality of work.,2025-04-28 05:21:32.096439
user_21,job_50,4.356499218590712,"Perfect job, exceeded expectations.",2025-05-05 05:21:32.096439
user_20,job_87,4.6046811057517525,"Perfect job, exceeded expectations.",2025-05-02 05:21:32.096439
user_17,job_11,4.5860031817066025,"Perfect job, exceeded expectations.",2025-05-13 05:21:32.096439
user_20,job_3,1.704047968936475,Would not hire again.,2025-04-21 05:21:32.096439
user_29,job_93,1.606231996776308,Poor communication throughout.,2025-04-29 05:21:32.096439
user_22,job_84,4.6031648841460715,Very skilled and knowledgeable.,2025-05-17 05:21:32.096439
user_30,job_38,2.1984556973021974,"Acceptable service, but could be better.",2025-04-29 05:21:32.096439
user_25,job_24,4.73164453885414,Very skilled and knowledgeable.,2025-05-01 05:21:32.113649
user_50,job_84,4.890166799406932,"Perfect job, exceeded expectations.",2025-04-28 05:21:32.116360
user_45,job_95,1.4378190378970679,"Poor service, not recommended.",2025-05-01 05:21:32.117365
user_15,job_68,4.77114388500136,"Great service, very professional!",2025-04-25 05:21:32.117365
user_3,job_87,4.144601876768129,Very skilled and knowledgeable.,2025-05-18 05:21:32.117365
user_10,job_18,2.815750380651221,Average service quality.,2025-05-01 05:21:32.117365
user_7,job_47,2.2035008308841575,Completed the task adequately.,2025-04-27 05:21:32.117365
user_37,job_31,4.557959934594241,"Perfect job, exceeded expectations.",2025-05-17 05:21:32.117365
user_1,job_39,1.5004999646661208,Did not finish the job properly.,2025-05-12 05:21:32.117365
user_4,job_16,4.142554653420592,The worker was punctual and efficient.,2025-04-26 05:21:32.117365
user_5,job_65,4.732370266576139,Very skilled and knowledgeable.,2025-04-20 05:21:32.117365
user_19,job_92,2.3804716362110896,"Got the job done, nothing special.",2025-04-22 05:21:32.117365
user_48,job_79,4.555521099808576,"Perfect job, exceeded expectations.",2025-05-08 05:21:32.117365
user_6,job_62,4.730051607659939,"Highly recommended, will hire again.",2025-05-12 05:21:32.117365
user_9,job_70,4.5593686806009455,"Excellent work, completed on time.",2025-05-01 05:21:32.117365
user_20,job_70,2.721506488199587,Reasonable quality for the price.,2025-05-04 05:21:32.117365
user_8,job_89,4.402086317771922,"Highly recommended, will hire again.",2025-04-21 05:21:32.133519
user_13,job_93,4.680730934764703,"Highly recommended, will hire again.",2025-05-05 05:21:32.134487
user_28,job_56,4.194083172436137,Very skilled and knowledgeable.,2025-05-14 05:21:32.136487
user_22,job_92,4.158331885531568,"Perfect job, exceeded expectations.",2025-05-06 05:21:32.137487
user_4,job_91,4.369761915468072,Excellent communication and service.,2025-05-03 05:21:32.138485
user_36,job_97,4.229896001525641,The worker was punctual and efficient.,2025-04-21 05:21:32.139486
user_8,job_76,4.848654617167238,"Great service, very professional!",2025-04-23 05:21:32.140486
user_26,job_89,1.935208782154774,Would not hire again.,2025-04-21 05:21:32.141486
user_9,job_4,4.474075703486891,Very satisfied with the quality of work.,2025-05-13 05:21:32.142487
user_9,job_35,4.322974259877175,"Excellent work, completed on time.",2025-05-07 05:21:32.143486
user_14,job_19,4.100220405727355,Very satisfied with the quality of work.,2025-04-21 05:21:32.144486
user_34,job_54,1.383653819116792,Late and unprofessional.,2025-04-29 05:21:32.146487
user_24,job_50,4.803177050040017,Very skilled and knowledgeable.,2025-04-20 05:21:32.149486
user_18,job_44,1.6968570625452444,Work was below expectations.,2025-05-11 05:21:32.151826
user_30,job_56,4.838496681588795,The worker was punctual and efficient.,2025-05-03 05:21:32.154103
user_34,job_10,4.0035352073485395,"Highly recommended, will hire again.",2025-04-27 05:21:32.156090
user_30,job_41,4.001256010683152,Very skilled and knowledgeable.,2025-05-17 05:21:32.157691
user_35,job_11,4.08461022852692,Excellent communication and service.,2025-04-27 05:21:32.158695
user_31,job_34,4.887165628789828,"Perfect job, exceeded expectations.",2025-05-08 05:21:32.158695
user_24,job_6,4.501158211555623,Very skilled and knowledgeable.,2025-05-13 05:21:32.158695
user_28,job_56,4.6294438601039385,Very satisfied with the quality of work.,2025-05-04 05:21:32.158695
user_7,job_72,4.295702851187823,"Great service, very professional!",2025-04-22 05:21:32.158695
user_3,job_28,4.16963323685325,"Great service, very professional!",2025-05-18 05:21:32.158695
user_31,job_13,4.9782425086824835,"Excellent work, completed on time.",2025-05-14 05:21:32.158695
user_7,job_5,4.483438685262147,"Excellent work, completed on time.",2025-05-17 05:21:32.158695
user_3,job_46,4.436677966575653,"Perfect job, exceeded expectations.",2025-05-19 05:21:32.158695
user_12,job_23,1.39662967710746,Late and unprofessional.,2025-05-02 05:21:32.158695
user_16,job_83,4.737672964424206,"Great service, very professional!",2025-04-24 05:21:32.158695
user_46,job_76,2.5412954040432743,Meets basic expectations.,2025-04-28 05:21:32.158695
user_22,job_7,2.0341437760905627,Reasonable quality for the price.,2025-05-05 05:21:32.158695
user_14,job_57,4.9443578325225195,The worker was punctual and efficient.,2025-05-08 05:21:32.158695
user_1,job_64,4.272583930650972,"Great service, very professional!",2025-05-06 05:21:32.158695
user_39,job_84,4.133749399488147,Very satisfied with the quality of work.,2025-04-24 05:21:32.177257
user_45,job_18,4.093621898871087,Very satisfied with the quality of work.,2025-04-21 05:21:32.178123
user_21,job_69,2.416490470425467,The work was satisfactory.,2025-05-10 05:21:32.179250
user_41,job_20,2.268754403711238,Meets basic expectations.,2025-05-16 05:21:32.180252
user_23,job_56,4.28837937388052,Very satisfied with the quality of work.,2025-05-08 05:21:32.180252
user_29,job_18,4.426203863956075,"Excellent work, completed on time.",2025-05-04 05:21:32.180252
user_50,job_50,4.311107901620993,The worker was punctual and efficient.,2025-04-25 05:21:32.180252
user_30,job_73,4.735663692067814,Very satisfied with the quality of work.,2025-05-03 05:21:32.180252
user_42,job_35,2.5583155425468833,The work was satisfactory.,2025-05-18 05:21:32.180252
user_50,job_50,4.936043509128965,"Highly recommended, will hire again.",2025-05-14 05:21:32.180252
user_17,job_93,4.844172737383952,Very satisfied with the quality of work.,2025-04-27 05:21:32.180252
user_7,job_24,4.409621635783292,"Great service, very professional!",2025-05-12 05:21:32.180252
user_22,job_96,4.651951096285115,Very satisfied with the quality of work.,2025-04-23 05:21:32.180252
user_28,job_50,4.503707921867104,The worker was punctual and efficient.,2025-05-04 05:21:32.180252
user_48,job_56,2.032139443670723,Meets basic expectations.,2025-05-06 05:21:32.180252
user_26,job_7,4.6393695268078465,"Great service, very professional!",2025-05-05 05:21:32.180252
user_16,job_54,4.597277334821764,Excellent communication and service.,2025-04-21 05:21:32.195009
user_47,job_26,4.683641527034688,Very satisfied with the quality of work.,2025-05-06 05:21:32.196977
user_34,job_10,4.6818690806499035,Very skilled and knowledgeable.,2025-04-20 05:21:32.197936
user_17,job_50,4.270084243724223,"Highly recommended, will hire again.",2025-05-17 05:21:32.199940
user_11,job_18,4.840202905856726,Very satisfied with the quality of work.,2025-05-16 05:21:32.199940
user_35,job_63,4.524978753888165,Very skilled and knowledgeable.,2025-05-03 05:21:32.199940
user_41,job_47,4.811131565412678,Very satisfied with the quality of work.,2025-05-14 05:21:32.199940
user_8,job_72,4.683453176926162,Very satisfied with the quality of work.,2025-04-28 05:21:32.199940
user_19,job_1,4.203002364002597,The worker was punctual and efficient.,2025-04-29 05:21:32.199940
user_1,job_97,4.568038642819774,"Highly recommended, will hire again.",2025-05-14 05:21:32.199940
user_15,job_21,2.2996408832194373,Reasonable quality for the price.,2025-04-30 05:21:32.199940
user_23,job_24,4.88109092139819,"Great service, very professional!",2025-05-02 05:21:32.199940
user_16,job_23,4.334534904362026,Very skilled and knowledgeable.,2025-04-30 05:21:32.199940
user_35,job_86,4.102559405279029,"Perfect job, exceeded expectations.",2025-05-05 05:21:32.199940
user_32,job_19,2.7021039106994307,Completed the task adequately.,2025-04-20 05:21:32.199940
user_3,job_46,4.706863487259721,Very skilled and knowledgeable.,2025-05-13 05:21:32.199940
user_31,job_43,4.1904027588234785,Excellent communication and service.,2025-04-20 05:21:32.199940
user_10,job_6,4.730146561811135,"Excellent work, completed on time.",2025-05-01 05:21:32.199940
user_13,job_69,4.439077243883723,"Highly recommended, will hire again.",2025-05-15 05:21:32.215875
user_3,job_46,4.02106445198087,"Highly recommended, will hire again.",2025-05-10 05:21:32.218038
user_27,job_32,4.8390052504816445,Excellent communication and service.,2025-05-01 05:21:32.218788
user_38,job_12,4.0551145530176145,Very skilled and knowledgeable.,2025-05-04 05:21:32.220015
user_16,job_93,4.915576205176688,"Excellent work, completed on time.",2025-05-02 05:21:32.221022
user_17,job_71,1.4832434381387163,Would not hire again.,2025-05-02 05:21:32.221022
user_41,job_47,4.830249667175263,Very skilled and knowledgeable.,2025-04-24 05:21:32.221022
user_2,job_52,4.9395886595843015,Very skilled and knowledgeable.,2025-05-04 05:21:32.221022
user_39,job_85,4.81751656533299,Very satisfied with the quality of work.,2025-05-15 05:21:32.221022
user_37,job_34,4.184039706179518,"Great service, very professional!",2025-05-17 05:21:32.221022
user_33,job_74,1.145362272809473,"Poor service, not recommended.",2025-04-22 05:21:32.221022
user_46,job_9,4.514423297241811,Excellent communication and service.,2025-05-19 05:21:32.221022
user_46,job_67,4.262017451262848,Very skilled and knowledgeable.,2025-04-30 05:21:32.221022
user_12,job_31,4.813602445446839,"Great service, very professional!",2025-05-08 05:21:32.221022
user_39,job_27,4.243591561252082,The worker was punctual and efficient.,2025-04-28 05:21:32.221022
user_38,job_20,4.747567953388488,"Great service, very professional!",2025-05-13 05:21:32.221022
user_22,job_70,4.333160213525431,"Great service, very professional!",2025-05-01 05:21:32.221022
user_24,job_66,4.265647276068652,Very satisfied with the quality of work.,2025-05-07 05:21:32.221022
user_13,job_52,2.340079721969344,Completed the task adequately.,2025-04-29 05:21:32.236765
user_9,job_54,4.572256188639102,"Excellent work, completed on time.",2025-05-07 05:21:32.239613
user_17,job_15,2.135790180258369,Completed the task adequately.,2025-05-02 05:21:32.241121
user_24,job_100,4.793080785718253,Very satisfied with the quality of work.,2025-05-15 05:21:32.242167
user_46,job_54,4.619940031677907,Very skilled and knowledgeable.,2025-05-12 05:21:32.242167
user_49,job_91,1.6113930614391612,"Poor service, not recommended.",2025-04-28 05:21:32.242167
user_34,job_48,4.111792116644316,"Perfect job, exceeded expectations.",2025-04-29 05:21:32.242167
user_6,job_62,4.821700560013635,"Highly recommended, will hire again.",2025-04-28 05:21:32.242167
user_35,job_22,4.053471069248916,"Great service, very professional!",2025-05-03 05:21:32.242167
user_15,job_74,4.14856402527972,Very satisfied with the quality of work.,2025-04-29 05:21:32.242167
user_31,job_66,1.5628344349391892,Would not hire again.,2025-04-21 05:21:32.242167
user_50,job_66,4.066849936650382,Very skilled and knowledgeable.,2025-05-14 05:21:32.242167
user_38,job_23,4.2240315680359615,"Excellent work, completed on time.",2025-05-02 05:21:32.242167
user_24,job_62,4.659418247489661,"Great service, very professional!",2025-04-28 05:21:32.242167
user_4,job_7,4.814268344897381,"Excellent work, completed on time.",2025-05-16 05:21:32.242167
user_3,job_97,4.528090169471506,"Great service, very professional!",2025-05-01 05:21:32.242167
user_43,job_72,4.719490965709808,The worker was punctual and efficient.,2025-04-28 05:21:32.242167
user_33,job_87,4.256055006823775,"Highly recommended, will hire again.",2025-04-26 05:21:32.242167
user_2,job_44,4.409804620170545,"Highly recommended, will hire again.",2025-04-27 05:21:32.258492
user_29,job_20,4.500775769216268,Excellent communication and service.,2025-05-12 05:21:32.260450
user_22,job_70,4.115764768286269,The worker was punctual and efficient.,2025-04-30 05:21:32.262457
user_44,job_5,4.329454632952882,Very satisfied with the quality of work.,2025-04-26 05:21:32.263468
user_17,job_6,4.011615825483378,"Perfect job, exceeded expectations.",2025-04-28 05:21:32.263468
user_36,job_30,4.859089075026355,"Great service, very professional!",2025-04-28 05:21:32.263468
user_38,job_41,4.332468692705883,"Highly recommended, will hire again.",2025-05-12 05:21:32.263468
user_32,job_41,4.379241807447718,"Excellent work, completed on time.",2025-05-14 05:21:32.263468
user_19,job_1,4.565073416843121,"Highly recommended, will hire again.",2025-05-10 05:21:32.263468
user_28,job_6,4.74810296159484,"Highly recommended, will hire again.",2025-05-19 05:21:32.263468
user_17,job_9,4.1363873589070606,"Excellent work, completed on time.",2025-04-22 05:21:32.263468
user_3,job_47,4.744798976540343,"Highly recommended, will hire again.",2025-05-19 05:21:32.263468
user_29,job_48,4.262144397049376,Excellent communication and service.,2025-05-10 05:21:32.263468
